mac_type,layer_idx,value,count
output_proj,1,-182,544
output_proj,1,-180,577
output_proj,1,-178,585
output_proj,1,-176,571
output_proj,1,-174,661
output_proj,1,-172,662
output_proj,1,-170,780
output_proj,1,-168,788
output_proj,1,-166,885
output_proj,1,-164,957
output_proj,1,-162,1002
output_proj,1,-160,1086
output_proj,1,-158,1190
output_proj,1,-156,1300
output_proj,1,-154,1399
output_proj,1,-152,1481
output_proj,1,-150,1683
output_proj,1,-148,1807
output_proj,1,-146,2002
output_proj,1,-144,2169
output_proj,1,-142,2482
output_proj,1,-140,2588
output_proj,1,-138,3015
output_proj,1,-136,3277
output_proj,1,-134,3675
output_proj,1,-132,3978
output_proj,1,-130,4409
output_proj,1,-128,4963
output_proj,1,-126,5433
output_proj,1,-124,6115
output_proj,1,-122,6697
output_proj,1,-120,7502
output_proj,1,-118,7883
output_proj,1,-116,8997
output_proj,1,-114,9957
output_proj,1,-112,10928
output_proj,1,-110,12217
output_proj,1,-108,13214
output_proj,1,-106,14773
output_proj,1,-104,16208
output_proj,1,-102,17830
output_proj,1,-100,19578
output_proj,1,-98,21470
output_proj,1,-96,23188
output_proj,1,-94,25227
output_proj,1,-92,27462
output_proj,1,-90,29696
output_proj,1,-88,32430
output_proj,1,-86,35581
output_proj,1,-84,38193
output_proj,1,-82,40601
output_proj,1,-80,44630
output_proj,1,-78,47356
output_proj,1,-76,51294
output_proj,1,-74,55110
output_proj,1,-72,59465
output_proj,1,-70,63181
output_proj,1,-68,67761
output_proj,1,-66,72075
output_proj,1,-64,76527
output_proj,1,-62,81164
output_proj,1,-60,86175
output_proj,1,-58,90858
output_proj,1,-56,96732
output_proj,1,-54,102118
output_proj,1,-52,106727
output_proj,1,-50,112395
output_proj,1,-48,118242
output_proj,1,-46,123304
output_proj,1,-44,129434
output_proj,1,-42,135212
output_proj,1,-40,141126
output_proj,1,-38,146776
output_proj,1,-36,152627
output_proj,1,-34,157699
output_proj,1,-32,162784
output_proj,1,-30,167819
output_proj,1,-28,173178
